cluster,assay,feature,rho,p,n,neglog10p
15: NK cell_1,RNA,ANAPC11,0.8787878787878787,8.138621117322115e-4,10,3.089449169049932
15: NK cell_1,RNA,DANCR,-0.8666666666666666,0.0011735381801554613,10,2.930502776401051
15: NK cell_1,RNA,TMEM183A,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
15: NK cell_1,RNA,SNHG8,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
15: NK cell_1,RNA,DHRS7,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
15: NK cell_1,RNA,PTPN1,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
15: NK cell_1,RNA,ATP1B1,-0.8650957979871867,0.0012273924762891603,10,2.9110165431965513
15: NK cell_1,RNA,SPATA33,-0.8545454545454544,0.0016368033159867082,10,2.7860035037973168
15: NK cell_1,RNA,RBSN,0.8545454545454544,0.0016368033159867143,10,2.786003503797315
15: NK cell_1,RNA,MAD1L1,0.8545454545454544,0.0016368033159867143,10,2.786003503797315
15: NK cell_1,RNA,PRKCB,0.8545454545454544,0.0016368033159867143,10,2.786003503797315
15: NK cell_1,RNA,MCOLN1,0.8545454545454544,0.0016368033159867143,10,2.786003503797315
15: NK cell_1,RNA,KCTD1,0.8466580400786595,0.0020016323698102286,10,2.6986156843111813
15: NK cell_1,RNA,AC104653.1,0.8466580400786595,0.0020016323698102286,10,2.6986156843111813
16: Gamma Delta 1 T cells,ADT,Rat-IgG2b,-0.7503664793768668,0.012410868859975714,10,1.9061978133534663
16: Gamma Delta 1 T cells,ADT,SIGLEC7,-0.6848484848484847,0.02888279750673284,10,1.5393607445200808
16: Gamma Delta 1 T cells,ADT,CD24,-0.6833490732084481,0.029376683479613773,10,1.5319972360408178
16: Gamma Delta 1 T cells,ADT,TCR-AB,0.6363636363636362,0.04791172612997547,10,1.3195581824038183
16: Gamma Delta 1 T cells,ADT,CD36,-0.614182774643474,0.058876187856663584,10,1.2300603176653373
16: Gamma Delta 1 T cells,ADT,FCGR3A,-0.612121212121212,0.05997214247725533,10,1.2220504359141107
16: Gamma Delta 1 T cells,ADT,PVR,0.5627748595326502,0.09032393676886169,10,1.0441971419452054
16: Gamma Delta 1 T cells,ADT,Mouse-IgG2b,-0.5443367287664187,0.10378216581521545,10,0.9838772703169233
16: Gamma Delta 1 T cells,ADT,Mouse-IgG1,0.531509589558614,0.11385241441710071,10,0.9436577550628436
16: Gamma Delta 1 T cells,ADT,MCAM,0.5272727272727272,0.11730806555020236,10,0.9306721268143531
16: Gamma Delta 1 T cells,ADT,LILRB1,0.5222329678670935,0.1215029188171132,10,0.9154132890538174
16: Gamma Delta 1 T cells,ADT,CD274,-0.5222329678670935,0.12150291881711334,10,0.9154132890538168
16: Gamma Delta 1 T cells,ADT,CD83,-0.5222329678670935,0.12150291881711334,10,0.9154132890538168
16: Gamma Delta 1 T cells,ADT,HLA-A,0.5030303030303029,0.13833369839449197,10,0.8590720119075392
16: Gamma Delta 1 T cells,ADT,CD5,0.5030303030303029,0.13833369839449197,10,0.8590720119075392
16: Gamma Delta 1 T cells,ADT,B3GAT1,-0.47878787878787876,0.16152292801745585,10,0.7917658212913969
16: Gamma Delta 1 T cells,ADT,NCR1,0.4666666666666666,0.17393859716506646,10,0.7596040368825355
16: Gamma Delta 1 T cells,ADT,OLR1,0.4642963445592649,0.17643080781175996,10,0.7534255773990923
16: Gamma Delta 1 T cells,ADT,CD1C,0.4620082131968491,0.17885658556184708,10,0.7474950643463489
16: Gamma Delta 1 T cells,ADT,CD44,-0.44242424242424233,0.20042268671194216,10,0.6980531203489422
16: Gamma Delta 1 T cells,RNA,RPS3A,-0.9272727272727271,1.1203450639397591e-4,10,3.9506481949330454
16: Gamma Delta 1 T cells,RNA,TRIM32,0.9272727272727271,1.1203450639397663e-4,10,3.9506481949330428
16: Gamma Delta 1 T cells,RNA,LRRC8C-DT,-0.903030303030303,3.4361219776328576e-4,10,3.4639314277067443
16: Gamma Delta 1 T cells,RNA,CNNM3,-0.903030303030303,3.4361219776328576e-4,10,3.4639314277067443
16: Gamma Delta 1 T cells,RNA,BBX,-0.903030303030303,3.4361219776328576e-4,10,3.4639314277067443
16: Gamma Delta 1 T cells,RNA,DEDD,0.8909090909090908,5.421442248338693e-4,10,3.26588516416764
16: Gamma Delta 1 T cells,RNA,PPWD1,-0.8909090909090908,5.421442248338709e-4,10,3.2658851641676385
16: Gamma Delta 1 T cells,RNA,RAC3,0.8876253645985946,6.079255649158376e-4,10,3.216149592972812
16: Gamma Delta 1 T cells,RNA,SRI,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
16: Gamma Delta 1 T cells,RNA,PPP2R5B,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
16: Gamma Delta 1 T cells,RNA,BFAR,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
16: Gamma Delta 1 T cells,RNA,MXRA7,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
16: Gamma Delta 1 T cells,RNA,FXYD5,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
16: Gamma Delta 1 T cells,RNA,RPS4X,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
16: Gamma Delta 1 T cells,RNA,ASRGL1,-0.8566683972885896,0.0015474724555037925,10,2.810377072536712
16: Gamma Delta 1 T cells,RNA,ATP6V1A,-0.8545454545454544,0.0016368033159867082,10,2.7860035037973168
16: Gamma Delta 1 T cells,RNA,TOR1B,-0.8545454545454544,0.0016368033159867082,10,2.7860035037973168
16: Gamma Delta 1 T cells,RNA,MED12,-0.8545454545454544,0.0016368033159867082,10,2.7860035037973168
16: Gamma Delta 1 T cells,RNA,COMMD8,0.8545454545454544,0.0016368033159867143,10,2.786003503797315
16: Gamma Delta 1 T cells,RNA,KRAS,0.8545454545454544,0.0016368033159867143,10,2.786003503797315
17: NK cell_2,ADT,DPP4,-0.8,0.00962792472537981,9,2.0164673138560825
17: NK cell_2,ADT,SIGLEC1,0.7572378034072856,0.018132763214887555,9,1.741536009609024
17: NK cell_2,ADT,ITGA6,-0.7302967433402214,0.025463561683239266,9,1.5940808500463712
17: NK cell_2,ADT,FAS,0.6833333333333333,0.04244227208707236,9,1.372201374806861
17: NK cell_2,ADT,GP1BB,-0.6666666666666666,0.04986723056888511,9,1.302184750130315
17: NK cell_2,ADT,ENTPD1,0.6666666666666666,0.04986723056888514,9,1.3021847501303148
17: NK cell_2,ADT,Mouse-IgG2a,0.6102571532587294,0.08093967013794641,9,1.0918385698673774
17: NK cell_2,ADT,CD48,-0.6,0.08762282904140234,9,1.0573827290483289
17: NK cell_2,ADT,IL4R,0.5842373946721772,0.09853604260848557,9,1.006404883788424
17: NK cell_2,ADT,Mouse-IgG1,0.5744562646538028,0.10570457166607175,9,0.9759062292828042
17: NK cell_2,ADT,TNFRSF13B,-0.5643840994967043,0.11340723942875093,9,0.945359221072694
17: NK cell_2,ADT,SELP,-0.5594023904871686,0.11733810288497042,9,0.9305609377086532
17: NK cell_2,ADT,CD274,-0.5477225575051662,0.1268703669236705,9,0.8966398041021063
17: NK cell_2,ADT,THBD,0.5477225575051662,0.12687036692367085,9,0.8966398041021051
17: NK cell_2,ADT,FCER2,0.5477225575051662,0.12687036692367085,9,0.8966398041021051
17: NK cell_2,ADT,ITGAX,-0.5333333333333333,0.13922686754397803,9,0.8562769479140182
17: NK cell_2,ADT,BTLA,0.49612131947373883,0.17434471486959455,9,0.7585912134027799
17: NK cell_2,ADT,CD99,0.48333333333333334,0.18746985521554207,9,0.7270685560218769
17: NK cell_2,ADT,IGHD,-0.4666666666666667,0.205386351105812,9,0.6874284207016685
17: NK cell_2,ADT,IFNGR1,0.46536934519903694,0.20681933881842568,9,0.6844088546039617
17: NK cell_2,RNA,MRPL13,-0.9333333333333333,2.3589981215941524e-4,9,3.6272724049311145
17: NK cell_2,RNA,PRKCB,0.9333333333333333,2.3589981215941524e-4,9,3.6272724049311145
17: NK cell_2,RNA,SRSF2,-0.9333333333333333,2.3589981215941524e-4,9,3.6272724049311145
17: NK cell_2,RNA,NDUFS2,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
17: NK cell_2,RNA,NUP133,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
17: NK cell_2,RNA,GOPC,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
17: NK cell_2,RNA,MPHOSPH8,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
17: NK cell_2,RNA,DCAF11,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
17: NK cell_2,RNA,KDM5C,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
17: NK cell_2,RNA,ANKRA2,0.9,9.430623223403283e-4,9,3.0254596059327175
17: NK cell_2,RNA,SCAMP1,0.9,9.430623223403283e-4,9,3.0254596059327175
17: NK cell_2,RNA,BRI3,0.9,9.430623223403283e-4,9,3.0254596059327175
17: NK cell_2,RNA,CDKN2B-AS1,-0.9,9.430623223403321e-4,9,3.0254596059327157
17: NK cell_2,RNA,SLC38A7,-0.9,9.430623223403321e-4,9,3.0254596059327157
17: NK cell_2,RNA,CTRL,-0.9,9.430623223403321e-4,9,3.0254596059327157
17: NK cell_2,RNA,PGD,-0.8833333333333333,0.0015905004234978701,9,2.798466210918288
17: NK cell_2,RNA,MRPL9,0.8833333333333333,0.0015905004234978701,9,2.798466210918288
17: NK cell_2,RNA,LINC02361,0.8833333333333333,0.0015905004234978701,9,2.798466210918288
17: NK cell_2,RNA,GAA,0.8833333333333333,0.0015905004234978701,9,2.798466210918288
17: NK cell_2,RNA,DDRGK1,0.8833333333333333,0.0015905004234978701,9,2.798466210918288
19: CD14+ CD16hi Monocyte,ADT,Hamster-IgG,0.8751723492699258,0.004418764327686453,8,2.3546991606723036
19: CD14+ CD16hi Monocyte,ADT,CD274,0.8333333333333335,0.010175540123456766,8,1.9924425288928076
19: CD14+ CD16hi Monocyte,ADT,CLEC4C,0.7857142857142858,0.020815127253525287,8,1.6816209297046647
19: CD14+ CD16hi Monocyte,ADT,CD86,0.761904761904762,0.028004939153071826,8,1.5527653665950925
19: CD14+ CD16hi Monocyte,ADT,CD69,0.761904761904762,0.028004939153071826,8,1.5527653665950925
19: CD14+ CD16hi Monocyte,ADT,ITGAE,0.7142857142857144,0.04652823228416723,8,1.3322834470114369
19: CD14+ CD16hi Monocyte,ADT,GGT1,0.6904761904761907,0.05799031816457269,8,1.23664450848339
19: CD14+ CD16hi Monocyte,ADT,CCR4,-0.6586944440522925,0.07568968784163853,8,1.120963285870352
19: CD14+ CD16hi Monocyte,ADT,NECTIN2,0.6546536707079772,0.07814074941121574,8,1.1071224279769245
19: CD14+ CD16hi Monocyte,ADT,HLA-A,0.642857142857143,0.08555889101267312,8,1.0677348532519577
19: CD14+ CD16hi Monocyte,ADT,SIGLEC7,0.642857142857143,0.08555889101267312,8,1.0677348532519577
19: CD14+ CD16hi Monocyte,ADT,IL3RA,0.6190476190476192,0.10173303745426454,8,0.9925379885315156
19: CD14+ CD16hi Monocyte,ADT,CD45RA,-0.5952380952380953,0.11952980613879259,8,0.9225237848621005
19: CD14+ CD16hi Monocyte,ADT,BTLA,0.5868368683374969,0.12619898553608927,8,0.8989441362000408
19: CD14+ CD16hi Monocyte,ADT,CTLA4,0.5773502691896258,0.13397459621556113,8,0.8729775431973413
19: CD14+ CD16hi Monocyte,ADT,CD45RO,0.5714285714285715,0.13895995716070658,8,0.8571103284474835
19: CD14+ CD16hi Monocyte,ADT,FCGR1A,0.5714285714285715,0.13895995716070658,8,0.8571103284474835
19: CD14+ CD16hi Monocyte,ADT,ITGB1,0.5714285714285715,0.13895995716070658,8,0.8571103284474835
19: CD14+ CD16hi Monocyte,ADT,FAS,0.5476190476190477,0.1600256425388963,8,0.7958104203387844
19: CD14+ CD16hi Monocyte,ADT,HLA-DRA,0.5476190476190477,0.1600256425388963,8,0.7958104203387844
19: CD14+ CD16hi Monocyte,RNA,DCUN1D2,-1,0,8,Inf
19: CD14+ CD16hi Monocyte,RNA,EMSY,-0.9761904761904763,3.3143960262001043e-5,8,4.479595600407446
19: CD14+ CD16hi Monocyte,RNA,SUGP1,0.9761904761904763,3.3143960262001043e-5,8,4.479595600407446
19: CD14+ CD16hi Monocyte,RNA,GPR141,-0.9700772721497398,6.548558831120505e-5,8,4.183854266505638
19: CD14+ CD16hi Monocyte,RNA,ARHGAP11B,-0.9700772721497398,6.548558831120505e-5,8,4.183854266505638
19: CD14+ CD16hi Monocyte,RNA,ZNF131,-0.9523809523809526,2.604000243872459e-4,8,3.5843589794308586
19: CD14+ CD16hi Monocyte,RNA,TGS1,-0.9523809523809526,2.604000243872459e-4,8,3.5843589794308586
19: CD14+ CD16hi Monocyte,RNA,ZNF251,-0.9523809523809526,2.604000243872459e-4,8,3.5843589794308586
19: CD14+ CD16hi Monocyte,RNA,IFT74,-0.9523809523809526,2.604000243872459e-4,8,3.5843589794308586
19: CD14+ CD16hi Monocyte,RNA,INTS2,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
19: CD14+ CD16hi Monocyte,RNA,GDI1,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
19: CD14+ CD16hi Monocyte,RNA,MED20,-0.9285714285714287,8.62968182899974e-4,8,3.064005216156979
19: CD14+ CD16hi Monocyte,RNA,WDR11,-0.9285714285714287,8.62968182899974e-4,8,3.064005216156979
19: CD14+ CD16hi Monocyte,RNA,FAM222B,-0.9285714285714287,8.62968182899974e-4,8,3.064005216156979
19: CD14+ CD16hi Monocyte,RNA,LINC00106,-0.9285714285714287,8.62968182899974e-4,8,3.064005216156979
19: CD14+ CD16hi Monocyte,RNA,BCL2L11,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
19: CD14+ CD16hi Monocyte,RNA,TMEM11,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
19: CD14+ CD16hi Monocyte,RNA,DIRC3,-0.9221722216732094,0.0011108173578061773,8,2.954357342515098
19: CD14+ CD16hi Monocyte,RNA,SLC2A9,-0.9221722216732094,0.0011108173578061773,8,2.954357342515098
19: CD14+ CD16hi Monocyte,RNA,PRKN,-0.9221722216732094,0.0011108173578061773,8,2.954357342515098
1: Memory CD8 T cell,ADT,CR1,-0.6454545454545454,0.03196279932801742,11,1.4953551918276327
1: Memory CD8 T cell,ADT,Mouse-IgG2b,0.6181818181818182,0.042645569805326744,11,1.3701260784245666
1: Memory CD8 T cell,ADT,CD36,-0.6,0.05100326070695074,11,1.2924020579850433
1: Memory CD8 T cell,ADT,OLR1,0.5909090909090909,0.055575604288774665,11,1.2551158064003884
1: Memory CD8 T cell,ADT,Rat-IgG1,0.5727272727272728,0.06554305260101853,11,1.1834733356587832
1: Memory CD8 T cell,ADT,ENG,-0.5649217389969744,0.07016941926720348,11,1.1538521177435608
1: Memory CD8 T cell,ADT,CD19,-0.5545454545454546,0.07665233333978255,11,1.1154746204421142
1: Memory CD8 T cell,ADT,KIR2DL1,0.5466984570938462,0.0818123480865214,11,1.087181142525297
1: Memory CD8 T cell,ADT,CTLA4,0.5452497568062707,0.08278956494354806,11,1.0820243996043721
1: Memory CD8 T cell,ADT,Rat-IgG2b,0.5,0.11730680301423815,11,0.930676800963147
1: Memory CD8 T cell,ADT,ITGAX,-0.4727272727272727,0.14199852020632006,11,0.8477161814590436
1: Memory CD8 T cell,ADT,ITGAM,-0.4727272727272727,0.14199852020632006,11,0.8477161814590436
1: Memory CD8 T cell,ADT,FCER2,0.4422277808997944,0.1732184141339346,11,0.7614059418124978
1: Memory CD8 T cell,ADT,FCGR1A,0.4272727272727273,0.18994372496542714,11,0.721375049347501
1: Memory CD8 T cell,ADT,ITGAL,-0.4272727272727273,0.18994372496542714,11,0.721375049347501
1: Memory CD8 T cell,ADT,CD163,-0.4272727272727273,0.18994372496542714,11,0.721375049347501
1: Memory CD8 T cell,ADT,NCAM1,-0.41818181818181815,0.20057021703405067,11,0.697733555553169
1: Memory CD8 T cell,ADT,PDCD1,0.41286141192238524,0.2069508592534184,11,0.6841327660825327
1: Memory CD8 T cell,ADT,IGHD,-0.4090909090909091,0.21154501034209594,11,0.6745972138044433
1: Memory CD8 T cell,ADT,ANPEP,-0.38181818181818183,0.24655957577897017,11,0.6080781258555832
1: Memory CD8 T cell,RNA,STARD7-AS1,0.9090909090909091,1.0559337630360888e-4,11,3.9763633235163525
1: Memory CD8 T cell,RNA,QPRT,0.890909090909091,2.3345817037873244e-4,11,3.6317909223829647
1: Memory CD8 T cell,RNA,RMND1,0.8727272727272727,4.546150514096433e-4,11,3.3423561897374396
1: Memory CD8 T cell,RNA,SRPRB,0.8636363636363636,0.00061169385009317105,11,3.2134658858321408
1: Memory CD8 T cell,RNA,GOLPH3,0.8636363636363636,0.00061169385009317105,11,3.2134658858321408
1: Memory CD8 T cell,RNA,TRGV2,0.8636363636363636,0.00061169385009317105,11,3.2134658858321408
1: Memory CD8 T cell,RNA,DGKE,0.8636363636363636,0.00061169385009317105,11,3.2134658858321408
1: Memory CD8 T cell,RNA,PRPS1,0.8636363636363636,0.00061169385009317105,11,3.2134658858321408
1: Memory CD8 T cell,RNA,CFAP97,0.8545454545454546,8.066741521648989e-4,11,3.0933018587034957
1: Memory CD8 T cell,RNA,SETDB2,0.8545454545454546,8.066741521648989e-4,11,3.0933018587034957
1: Memory CD8 T cell,RNA,PTCH1,0.8454545454545456,0.001045182145858685,11,2.980808017640923
1: Memory CD8 T cell,RNA,RPS3A,-0.8363636363636363,0.0013331850799508597,11,2.875109555295988
1: Memory CD8 T cell,RNA,RABGGTB,0.8363636363636363,0.0013331850799508619,11,2.875109555295987
1: Memory CD8 T cell,RNA,C4orf33,0.8272727272727273,0.001676973896452378,11,2.775473697510147
1: Memory CD8 T cell,RNA,HIST1H3H,0.8272727272727273,0.001676973896452378,11,2.775473697510147
1: Memory CD8 T cell,RNA,WDR64,-0.8212801645281895,0.0019372851843300098,11,2.712806442851236
1: Memory CD8 T cell,RNA,PPCS,0.8181818181818182,0.0020831448404786904,11,2.6812805326284557
1: Memory CD8 T cell,RNA,TICAM1,0.8181818181818182,0.0020831448404786904,11,2.6812805326284557
1: Memory CD8 T cell,RNA,PPDPF,0.8181818181818182,0.0020831448404786904,11,2.6812805326284557
1: Memory CD8 T cell,RNA,FAM184A,-0.8181818181818182,0.0020831448404786943,11,2.681280532628455
20: T reg,ADT,KIR3DL1,-0.790277206784084,0.006514223587240812,10,2.186137339256183
20: T reg,ADT,CD86,-0.7575757575757575,0.011143446799694262,10,1.952980455970628
20: T reg,ADT,MS4A1,0.7441134253820596,0.01358918596127024,10,1.866806558213575
20: T reg,ADT,PVR,-0.7232967491827756,0.018074025551277958,10,1.742945108092125
20: T reg,ADT,CD45RO,0.612121212121212,0.05997214247725528,10,1.2220504359141109
20: T reg,ADT,CD44,-0.5878787878787879,0.07387770688865797,10,1.1314865932136298
20: T reg,ADT,SIGLEC1,0.5462309935991352,0.10234457577774579,10,0.9899351698282304
20: T reg,ADT,CD1D,-0.5366017925832457,0.10978440889894951,10,0.9594593321075419
20: T reg,ADT,KLRG1,0.5252565355638068,0.11897522508907236,10,0.9245434648872668
20: T reg,ADT,THBD,0.5222329678670935,0.1215029188171132,10,0.9154132890538174
20: T reg,ADT,CD274,-0.5222329678670935,0.12150291881711334,10,0.9154132890538168
20: T reg,ADT,TNFRSF13B,0.5103493078392206,0.13175961965447688,10,0.8802176674979887
20: T reg,ADT,CD22,-0.5030303030303029,0.13833369839449197,10,0.8590720119075392
20: T reg,ADT,CD58,0.49781130155313164,0.14314197094587167,10,0.844233007207146
20: T reg,ADT,CR2,-0.47878787878787876,0.16152292801745585,10,0.7917658212913969
20: T reg,ADT,CD14,0.4680872686336497,0.1724550360939893,10,0.7633241186877494
20: T reg,ADT,OLR1,0.45647294162092733,0.184806082786805,10,0.7332837383255
20: T reg,ADT,ITGA6,0.44242424242424233,0.20042268671194216,10,0.6980531203489422
20: T reg,ADT,GP1BB,0.4399433835235439,0.2032574392857644,10,0.6919535501293128
20: T reg,ADT,NCAM1,-0.4376919914496465,0.20584999674311089,10,0.6864491355377557
20: T reg,RNA,KRBOX4,0.9515151515151513,2.2798549206417094e-5,10,4.642092788600179
20: T reg,RNA,RPS3A,-0.9272727272727271,1.1203450639397591e-4,10,3.9506481949330454
20: T reg,RNA,MAF,-0.903030303030303,3.4361219776328576e-4,10,3.4639314277067443
20: T reg,RNA,USP12-AS1,-0.8986463755309779,4.0785994197467133e-4,10,3.389488946886023
20: T reg,RNA,VPS26B,0.8909090909090908,5.421442248338693e-4,10,3.26588516416764
20: T reg,RNA,PRR13,0.8909090909090908,5.421442248338693e-4,10,3.26588516416764
20: T reg,RNA,TMSB4X,0.8909090909090908,5.421442248338693e-4,10,3.26588516416764
20: T reg,RNA,SNX13,-0.8909090909090908,5.421442248338709e-4,10,3.2658851641676385
20: T reg,RNA,NCOA3,-0.8787878787878787,8.138621117322077e-4,10,3.089449169049934
20: T reg,RNA,DENND2D,0.8787878787878787,8.138621117322115e-4,10,3.089449169049932
20: T reg,RNA,PER3,-0.875383982899293,9.053258282579351e-4,10,3.0431950893612076
20: T reg,RNA,HIST2H2AA4,-0.8739695897586162,9.454497241255438e-4,10,3.0243615605422445
20: T reg,RNA,GATD3B,-0.8739695897586162,9.454497241255438e-4,10,3.0243615605422445
20: T reg,RNA,CFL2,-0.8666666666666666,0.0011735381801554613,10,2.930502776401051
20: T reg,RNA,SNAPIN,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
20: T reg,RNA,THOC3,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
20: T reg,RNA,MAD1L1,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
20: T reg,RNA,LINC02580,0.8632258720256918,0.001293814760510456,10,2.8881278985103593
20: T reg,RNA,SRRT,-0.8545454545454544,0.0016368033159867082,10,2.7860035037973168
20: T reg,RNA,PCCA,-0.8545454545454544,0.0016368033159867082,10,2.7860035037973168
21: Gamma Delta 2 T cells,ADT,CD40,0.8666666666666667,0.0024953982859902035,9,2.602860127554401
21: Gamma Delta 2 T cells,ADT,CD45RO,0.7833333333333333,0.012519873019449882,9,1.9024000758565702
21: Gamma Delta 2 T cells,ADT,CCR6,0.75,0.019942126131992522,9,1.7002285412014972
21: Gamma Delta 2 T cells,ADT,TNFRSF13B,-0.7302967433402214,0.025463561683239266,9,1.5940808500463712
21: Gamma Delta 2 T cells,ADT,ITGB1,0.7,0.035769574970261654,9,1.4464862202974011
21: Gamma Delta 2 T cells,ADT,Rat-IgG2b,0.6832018046539052,0.04249788361036809,9,1.371632697225565
21: Gamma Delta 2 T cells,ADT,NCR1,0.6755244875897048,0.045825630472172724,9,1.3388915512713202
21: Gamma Delta 2 T cells,ADT,CCR4,0.6,0.08762282904140234,9,1.0573827290483289
21: Gamma Delta 2 T cells,ADT,CD163,-0.5833333333333334,0.09918581647988328,9,1.003550427290635
21: Gamma Delta 2 T cells,ADT,KIR2DL1,0.5831601474515877,0.09931058689164939,9,1.0030044515696541
21: Gamma Delta 2 T cells,ADT,Human-Ig,0.5831601474515877,0.09931058689164939,9,1.0030044515696541
21: Gamma Delta 2 T cells,ADT,CCR5,0.55,0.12497678418833179,9,0.9031706544744231
21: Gamma Delta 2 T cells,ADT,ADGRG1,0.55,0.12497678418833179,9,0.9031706544744231
21: Gamma Delta 2 T cells,ADT,CD274,-0.5477225575051662,0.1268703669236705,9,0.8966398041021063
21: Gamma Delta 2 T cells,ADT,CD79B,0.5477225575051662,0.12687036692367085,9,0.8966398041021051
21: Gamma Delta 2 T cells,ADT,CD24,0.5424508028966484,0.13131862525868876,9,0.8816736724374481
21: Gamma Delta 2 T cells,ADT,CD27,-0.5333333333333333,0.13922686754397803,9,0.8562769479140182
21: Gamma Delta 2 T cells,ADT,BTLA,0.5222329678670935,0.1492240544995432,9,0.8261611641664399
21: Gamma Delta 2 T cells,ADT,NT5E,0.5166666666666667,0.1543901209862251,9,0.8113804924616288
21: Gamma Delta 2 T cells,ADT,CD82,-0.5135290850693086,0.15734719483982768,9,0.8031409952130625
21: Gamma Delta 2 T cells,RNA,BTD,-0.95,8.76252396508624e-5,9,4.057370781248911
21: Gamma Delta 2 T cells,RNA,GTF2H4,-0.95,8.76252396508624e-5,9,4.057370781248911
21: Gamma Delta 2 T cells,RNA,ZNF764,-0.95,8.76252396508624e-5,9,4.057370781248911
21: Gamma Delta 2 T cells,RNA,ELOF1,0.95,8.76252396508624e-5,9,4.057370781248911
21: Gamma Delta 2 T cells,RNA,CD200R1,-0.9372466978064098,1.9163134226574425e-4,9,3.717533458410577
21: Gamma Delta 2 T cells,RNA,ANO9,-0.9333333333333333,2.3589981215941524e-4,9,3.6272724049311145
21: Gamma Delta 2 T cells,RNA,ARF4-AS1,-0.9323373174786144,2.4822089814913455e-4,9,3.6051616572902287
21: Gamma Delta 2 T cells,RNA,TMEM175,-0.9166666666666666,5.066190663052066e-4,9,3.2953184698251277
21: Gamma Delta 2 T cells,RNA,MYO1G,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
21: Gamma Delta 2 T cells,RNA,ST6GALNAC4,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
21: Gamma Delta 2 T cells,RNA,CNNM2,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
21: Gamma Delta 2 T cells,RNA,CLUH,-0.9153857298880941,5.337168926636566e-4,9,3.2726890511321303
21: Gamma Delta 2 T cells,RNA,YEATS4,0.9,9.430623223403283e-4,9,3.0254596059327175
21: Gamma Delta 2 T cells,RNA,PDHA1,0.9,9.430623223403283e-4,9,3.0254596059327175
21: Gamma Delta 2 T cells,RNA,LCMT2,-0.8954053273686237,0.0010985258735882698,9,2.959189709681767
21: Gamma Delta 2 T cells,RNA,AC005363.2,0.8946135105917713,0.0011270073330190465,9,2.948073258151456
21: Gamma Delta 2 T cells,RNA,C19orf73,0.8946135105917713,0.0011270073330190465,9,2.948073258151456
21: Gamma Delta 2 T cells,RNA,TPR,0.8833333333333333,0.0015905004234978701,9,2.798466210918288
21: Gamma Delta 2 T cells,RNA,NOL7,0.8833333333333333,0.0015905004234978701,9,2.798466210918288
21: Gamma Delta 2 T cells,RNA,SOD2,-0.8833333333333333,0.0015905004234978701,9,2.798466210918288
22: CD69+ B cell,ADT,IL3RA,-0.8666666666666667,0.0024953982859902035,9,2.602860127554401
22: CD69+ B cell,ADT,NCAM1,-0.7666666666666667,0.015944016578974034,9,1.7974022627174286
22: CD69+ B cell,ADT,CCR4,-0.6666666666666666,0.04986723056888511,9,1.302184750130315
22: CD69+ B cell,ADT,ITGAM,-0.6333333333333333,0.06708578689234561,9,1.1733694817395712
22: CD69+ B cell,ADT,IGKC,-0.6166666666666667,0.07692880993776291,9,1.1139109858965868
22: CD69+ B cell,ADT,MCAM,-0.5833333333333334,0.09918581647988328,9,1.003550427290635
22: CD69+ B cell,ADT,FCGR3A,-0.5666666666666667,0.11163298761149111,9,0.9522074521662469
22: CD69+ B cell,ADT,IGHM,-0.5666666666666667,0.11163298761149111,9,0.9522074521662469
22: CD69+ B cell,ADT,CD5,-0.5666666666666667,0.11163298761149111,9,0.9522074521662469
22: CD69+ B cell,ADT,B3GAT1,0.5666666666666667,0.11163298761149111,9,0.9522074521662469
22: CD69+ B cell,ADT,ANPEP,0.55,0.12497678418833179,9,0.9031706544744231
22: CD69+ B cell,ADT,SLAMF6,-0.55,0.12497678418833179,9,0.9031706544744231
22: CD69+ B cell,ADT,PVR,-0.5477225575051662,0.1268703669236705,9,0.8966398041021063
22: CD69+ B cell,ADT,IL2RB,-0.5294651389216606,0.14266456205626743,9,0.8456838924407764
