"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"CD27",0.742308376440595,-0.714340150900872,0.042,0.044,1,"17: NK cell_2"
"ITGA2B",0.299440605930563,-0.684643998201067,0.019,0.02,1,"17: NK cell_2"
"ANPEP",0.940501361250767,-0.655469753387108,0.069,0.069,1,"17: NK cell_2"
"CD69",0.0140898364107314,0.635851119642654,0.184,0.232,1,"17: NK cell_2"
"PVR",0.0987584141494809,0.633546745386979,0.022,0.011,1,"17: NK cell_2"
"SLAMF7",0.0983195874911314,-0.56546352023173,0.05,0.071,1,"17: NK cell_2"
"MCAM",0.895712585541751,0.557006218217033,0.042,0.041,1,"17: NK cell_2"
"TNFRSF13C",0.210873002363696,0.5435424194933,0.032,0.02,1,"17: NK cell_2"
"CD47",0.613569747450611,0.541699450627446,0.205,0.2,1,"17: NK cell_2"
"CD244",0.0183832127889183,-0.517782253428485,0.85,0.829,1,"17: NK cell_2"
"ITGA4",0.813665249260824,-0.463051489454203,0.643,0.642,1,"17: NK cell_2"
"CD48",0.700285055076155,-0.440853060742421,0.812,0.825,1,"17: NK cell_2"
"TCR-vA7.2",0.794737727435211,0.423050883606554,0.032,0.037,1,"17: NK cell_2"
"CD81",0.116263065902509,-0.399048408556093,0.247,0.285,1,"17: NK cell_2"
"TNFRSF14",0.764563789233129,-0.285178405827347,0.027,0.032,1,"17: NK cell_2"
"GP1BB",0.749491404588173,0.266974719191701,0.02,0.016,1,"17: NK cell_2"
"KLRK1",0.197426339852674,-0.257395485407861,0.085,0.105,1,"17: NK cell_2"
"ITGAL",0.506444233776757,-0.244940583469834,0.981,0.98,1,"17: NK cell_2"
"IL2RA",0.937624769305228,0.231493357151536,0.011,0.01,1,"17: NK cell_2"
"CLEC4C",0.758219844739981,-0.220382209400391,0.027,0.026,1,"17: NK cell_2"
"CD58",0.522077641653824,0.215734034112255,0.081,0.071,1,"17: NK cell_2"
"THBD",0.517494418805566,0.192857893851216,0.009,0.012,1,"17: NK cell_2"
"CD5",0.455853335554316,-0.188235015154245,0.039,0.032,1,"17: NK cell_2"
"CD38",0.00829133065376919,0.181307219465396,0.865,0.836,1,"17: NK cell_2"
"LAG3",0.965339385338174,0.172692690932515,0.023,0.022,1,"17: NK cell_2"
"Mouse-IgG2b",0.827038148592985,-0.169788549185735,0.014,0.012,1,"17: NK cell_2"
"IL3RA",0.414689273788317,0.167382545635137,0.058,0.072,1,"17: NK cell_2"
"TCR-AB",0.664039213167323,0.148174773027291,0.051,0.049,1,"17: NK cell_2"
"Rat-IgG2b",0.996404443395631,0.147389150822065,0.011,0.012,1,"17: NK cell_2"
"CD14",0.577469888777559,-0.103374739175436,0.044,0.037,1,"17: NK cell_2"
"KLRD1",0.0340415570836933,0.090062661364021,0.592,0.591,1,"17: NK cell_2"
"CR2",0.510908753424181,0.056810490025184,0.086,0.088,1,"17: NK cell_2"
"ENG",0.240590491322104,-0.0353292491805126,0.022,0.016,1,"17: NK cell_2"
"IL7R",0.461391421841987,0.0317083283460349,0.011,0.008,1,"17: NK cell_2"
"CD163",0.36605408929034,-0.0182346328758856,0.042,0.035,1,"17: NK cell_2"
"ITGB7",0.381012834704287,-0.00510582239789859,0.076,0.064,1,"17: NK cell_2"
"SLAMF6",7.05237853196919e-07,-0.922337391069846,0.81,0.741,9.66175858879779e-05,"21: Gamma Delta 2 T cells"
"IL7R",1.74536963829066e-06,-1.87436439159799,0.218,0.313,0.00023911564044582,"21: Gamma Delta 2 T cells"
"ITGA4",8.13233536161678e-06,0.395480127935935,0.822,0.733,0.0011141299445415,"21: Gamma Delta 2 T cells"
"KLRD1",4.99941326967308e-05,1.29588944869791,0.519,0.423,0.00684919617945212,"21: Gamma Delta 2 T cells"
"KLRG1",0.000111932058086787,0.720706525425639,0.923,0.867,0.0153346919578898,"21: Gamma Delta 2 T cells"
"ITGAL",0.000300499141609725,0.780034329551421,0.99,0.978,0.0411683824005323,"21: Gamma Delta 2 T cells"
"HLA-A",0.000560739947750988,-2.76151393465813,0.458,0.496,0.0768213728418854,"21: Gamma Delta 2 T cells"
"C5AR1",0.000574047693466901,-2.3751787254112,0.004,0.027,0.0786445340049655,"21: Gamma Delta 2 T cells"
"ITGB7",0.000609722017530887,-0.317205685931595,0.339,0.257,0.0835319164017315,"21: Gamma Delta 2 T cells"
"CD45RA",0.000646147570255428,-3.01742377338565,0.294,0.353,0.0885222171249936,"21: Gamma Delta 2 T cells"
"KLRB1",0.000700963664764077,1.58436452770529,0.686,0.646,0.0960320220726785,"21: Gamma Delta 2 T cells"
"CD28",0.000917485951337606,-1.94137001140543,0.429,0.421,0.125695575333252,"21: Gamma Delta 2 T cells"
"CD5",0.00116496400739825,-3.98483304338226,0.535,0.567,0.159600069013561,"21: Gamma Delta 2 T cells"
"ITGB2",0.00204384381899612,-0.910883657869373,0.981,0.967,0.280006603202468,"21: Gamma Delta 2 T cells"
"CD7",0.00287064421743925,-8.4092322031953,0.897,0.86,0.393278257789177,"21: Gamma Delta 2 T cells"
"CD45",0.00346399087148876,0.651419616021863,0.984,0.962,0.47456674939396,"21: Gamma Delta 2 T cells"
"CD99",0.0035316760808471,1.13187511080106,0.917,0.911,0.483839623076053,"21: Gamma Delta 2 T cells"
"ITGB1",0.00384111635834785,0.667120289267207,0.302,0.356,0.526232941093656,"21: Gamma Delta 2 T cells"
"CD4",0.00407398420852759,-4.09835581165036,0.045,0.073,0.558135836568279,"21: Gamma Delta 2 T cells"
"HLA-E",0.00415769430654119,-2.58401437252221,0.046,0.072,0.569604119996143,"21: Gamma Delta 2 T cells"
"NCAM1",0.00501370137402284,-3.21532613158594,0.113,0.071,0.686877088241129,"21: Gamma Delta 2 T cells"
"SELL",0.00557601821222037,-4.58636733009842,0.438,0.513,0.76391449507419,"21: Gamma Delta 2 T cells"
"KIR3DL1",0.112013003207773,-21.419170432696,0.049,0.07,1,"21: Gamma Delta 2 T cells"
"CD52",0.0112641455607876,9.42453144961525,0.224,0.267,1,"21: Gamma Delta 2 T cells"
"TCR-vA7.2",0.214532544407852,-9.41971113581253,0.12,0.105,1,"21: Gamma Delta 2 T cells"
"CD8A",0.0158529064009044,-9.35844972623782,0.284,0.266,1,"21: Gamma Delta 2 T cells"
"ITGAE",0.292587319845993,-8.6800365031316,0.059,0.072,1,"21: Gamma Delta 2 T cells"
"SIGLEC7",0.629005055854302,-7.9154374418133,0.117,0.106,1,"21: Gamma Delta 2 T cells"
"CCR4",0.0160125775801703,-7.79274575744797,0.039,0.069,1,"21: Gamma Delta 2 T cells"
"NCR1",0.326607047790603,-7.58508117516143,0.013,0.019,1,"21: Gamma Delta 2 T cells"
"CR1",0.357775143363682,-7.35514668146529,0.086,0.089,1,"21: Gamma Delta 2 T cells"
"FCGR3A",0.858172497653066,-6.31421786277017,0.094,0.095,1,"21: Gamma Delta 2 T cells"
"PECAM1",0.22767521796057,-6.29944947635576,0.085,0.086,1,"21: Gamma Delta 2 T cells"
"ICOS",0.0713419691137603,6.21406153819926,0.15,0.179,1,"21: Gamma Delta 2 T cells"
"CCR6",0.083485503713328,-5.24713112212598,0.094,0.122,1,"21: Gamma Delta 2 T cells"
"CD36",0.35089304697864,-5.06983415085688,0.062,0.056,1,"21: Gamma Delta 2 T cells"
"IL3RA",0.0390805164760339,-5.01263698875394,0.028,0.044,1,"21: Gamma Delta 2 T cells"
"CD19",0.884499263783945,-4.89258925039105,0.051,0.055,1,"21: Gamma Delta 2 T cells"
"DPP4",0.399101643168759,-4.58179920162968,0.519,0.5,1,"21: Gamma Delta 2 T cells"
"TCR-vD2",0.041207930556532,4.49476590674242,0.831,0.791,1,"21: Gamma Delta 2 T cells"
"ITGAX",0.2109789609194,-4.10127622477289,0.143,0.158,1,"21: Gamma Delta 2 T cells"
"CR2",0.0558729930987612,-4.09667399245792,0.076,0.09,1,"21: Gamma Delta 2 T cells"
"ITGA1",0.737031821046219,3.09701739116671,0.181,0.182,1,"21: Gamma Delta 2 T cells"
"MS4A1",0.0395218294680646,-2.9977901601384,0.006,0.019,1,"21: Gamma Delta 2 T cells"
"TFRC",0.763801341716251,-2.9644990339422,0.042,0.046,1,"21: Gamma Delta 2 T cells"
"IGHM",0.267551536352511,-2.5620140101969,0.01,0.019,1,"21: Gamma Delta 2 T cells"
"KLRK1",0.0681881143555847,-2.52367239215887,0.024,0.04,1,"21: Gamma Delta 2 T cells"
"NT5E",0.0374514324588545,-2.42198233892481,0.04,0.052,1,"21: Gamma Delta 2 T cells"
"PVR",0.13757930897276,-2.09375011148561,0.007,0.016,1,"21: Gamma Delta 2 T cells"
"CD101",0.775596070237856,1.87218464535867,0.114,0.109,1,"21: Gamma Delta 2 T cells"
"TNFRSF13C",0.647257361504915,-1.7183024552401,0.021,0.028,1,"21: Gamma Delta 2 T cells"
"FCGR2A",0.773067619804774,-1.71415373072591,0.024,0.029,1,"21: Gamma Delta 2 T cells"
"CXCR3",0.230177975843651,-1.69144219089539,0.012,0.022,1,"21: Gamma Delta 2 T cells"
"ITGAM",0.608611358732305,-1.68034146835101,0.095,0.094,1,"21: Gamma Delta 2 T cells"
"CD47",0.142660504309673,-1.599020414705,0.267,0.285,1,"21: Gamma Delta 2 T cells"
"TNFRSF14",0.0685500709399265,-1.55868445254509,0.018,0.031,1,"21: Gamma Delta 2 T cells"
"IL2RA",0.0264416479608804,1.55557840769263,0.013,0.03,1,"21: Gamma Delta 2 T cells"
"IGHD",0.445187262773055,-1.37938013054324,0.03,0.037,1,"21: Gamma Delta 2 T cells"
"PDCD1",0.30871188616921,-1.37656724260429,0.006,0.011,1,"21: Gamma Delta 2 T cells"
"CD82",0.466837839499062,-1.31833723126423,0.015,0.016,1,"21: Gamma Delta 2 T cells"
"ITGA2B",0.944661174027019,-1.30090729124714,0.067,0.067,1,"21: Gamma Delta 2 T cells"
"SELP",0.534089436960389,1.25232884661319,0.085,0.071,1,"21: Gamma Delta 2 T cells"
"THBD",0.166937877881622,1.24361690441772,0.025,0.015,1,"21: Gamma Delta 2 T cells"
"CD38",0.295318864993641,1.18346356890775,0.315,0.287,1,"21: Gamma Delta 2 T cells"
"CD69",0.0155617162809135,-1.12770437929519,0.385,0.329,1,"21: Gamma Delta 2 T cells"
"CD22",0.253761029627134,-1.06133935069358,0.055,0.058,1,"21: Gamma Delta 2 T cells"
"Mouse-IgG2b",0.399536968930697,-1.02034870375154,0.01,0.012,1,"21: Gamma Delta 2 T cells"
"KIR2DL1",0.765653185033757,-1.00454671771374,0.013,0.017,1,"21: Gamma Delta 2 T cells"
"ICAM1",0.684625206933664,-0.974209510589636,0.328,0.316,1,"21: Gamma Delta 2 T cells"
"SLAMF7",0.679738933849534,-0.967221032305533,0.018,0.023,1,"21: Gamma Delta 2 T cells"
"GGT1",0.121738761085743,-0.95650596133329,0.071,0.089,1,"21: Gamma Delta 2 T cells"
"CD14",0.426251233636542,-0.918968080520379,0.024,0.031,1,"21: Gamma Delta 2 T cells"
