"","CP002-entry","CP003-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP022-entry","CP042-entry"
"GNB1",1.21677586492921,1.26809819543571,1.14674305668483,1.65927479240706,1.16934523664862,1.3534374663421,1.19960701367235,1.55614859773421
"PRKCZ",0.106558969638988,0.204353689488817,0.243365621926337,0,0.0880374065369317,0.109993695084843,0.170174766729983,0.35404465835388
"FAAP20",0.865763657310772,0.981496784191993,0.902137089528883,0.769623321418649,0.486455237573873,0.634494028316116,1.0634811138368,1.05063593204068
"SKI",0.0458669308601884,0.0664946671276964,0.194487240408292,0.25360376365113,0.0928659487183759,0.0652221818297875,0.0963359917196189,0.329039466812599
"MORN1",0.0930809996575318,0,0,0,0,0,0.0349308369428531,0
"RER1",0.900067211092836,0.82749278335589,0.73844682716913,0.961225055373318,0.873172918118707,0.887517492305447,0.897539508005435,0.842009201949376
"PEX10",0.269784799476044,0.033669580207674,0.199232491398593,0.0450490594572034,0.0831130483962825,0.122220330033063,0.0804160070478877,0.111177147010664
"PLCH2",0.0196854268784819,0.0518389881029522,0.0988752935360277,0,0,0,0,0
"PANK4",0.0646533565952734,0.107357562053644,0.18273069375803,0.183413298254639,0.0775646763898295,0.159164180903098,0.211697198219434,0.251735025793735
"AL139246.5",0.737773790237535,0.18718327749305,0.373920440369734,0.472896943343671,0.527432472783965,0.219945450514445,0.509822820530228,0.377386859299003
"TNFRSF14-AS1",0.0399756947775752,0.0889505612780417,0.0366501740883269,0.0684319576712304,0,0.241752620921723,0.199071864016863,0.224547088782039
"TNFRSF14",0.722408968756792,2.40591982454269,1.79041703415289,2.3182470124809,1.94215127466656,1.68978970220444,1.46665496233436,1.24436882189201
"AL139246.3",0.0683041222495601,0,0,0.0460175229158757,0.0341018730436919,0,0.0761343155547597,0.0332488811751484
"PRXL2B",0.0889454975501175,0.179932639259583,0.103825109532124,0.348068381386899,0.1494361046717,0.16068487628381,0.0551797934471595,0.149200900011786
"MMEL1",0,0,0,0.0468714802915349,0,0,0.147304330747324,0
"TTC34",0,0,0,0.0412102630038985,0,0,0.0303652330227982,0
"MEGF6",0.0221216424877114,0.166378786618734,0.11651296640949,0.0495574519540503,0.0562951073484985,0,0.0432712458464912,0.173263596231253
"AL513320.1",0,0,0.0645057248830834,0,0.0663259821140604,0.0242690172018794,0,0
"TPRG1L",0.490930354007924,0.481124102467609,0.275013993887897,0.453024293347473,0.339003643623656,0.200342940854335,0.287740079936957,0.33071319490105
"WRAP73",0.276895347755434,0.486073263851835,0.353944504285676,0.282003631265377,0.278109327976996,0.303916655874211,0.546174966197311,0.272093698761992
"SMIM1",0,0,0.0464422514637479,0.143227266642428,0.0496283728416957,0.0431099862744052,0.0450962353662716,0.019892738354791
"LRRC47",0.658944859845237,0.39086769317993,0.0765223324937416,0.233101591874607,0.217486778503164,0.427318668999162,0.350297157914772,0.342529026920091
"CEP104",0.224260533529863,0.285059042611773,0.118917889794877,0.0742211494975319,0.0864609414673419,0.173672729795466,0.12344979898635,0.452372234841388
"DFFB",0.106683458775371,0.1476607652405,0.0563697911795845,0.140496576070184,0,0.0314639548932743,0.0666160038687545,0.0984308250909714
"C1orf174",0.365294829065335,0.194481249242167,0.59328865842576,0.255371591982749,0.413471479617598,0.376001033707214,0.247662649057776,0.382614798193312
"NPHP4",0,0.0984532463061284,0.00649835916431101,0.0688655556872904,0.0482234846052015,0,0.0840322805252945,0.0718627960855255
"KCNAB2",1.05901084594499,1.37040577985997,0.793887153922595,0.676788781373585,0.522207363926515,1.24146283002604,1.11247640194494,1.16556527963981
"RPL22",11.6676082207811,12.0767886350823,12.752415716392,18.0302632047899,17.7487874390614,12.6421845474016,14.2533274591181,15.4815012768154
"ICMT",0.111116618104658,0,0.175411335571588,0,0.0235119299532583,0.0588470267653172,0.139351874771598,0.127875588871496
"GPR153",0,0.0704309670876091,0.00870663009882025,0.0668431325365632,0,0.179979122421799,0.0246950165456611,0.0727516114481936
"ACOT7",0.358061899138207,0.206832034535257,0.278506722103894,0.0866285651832604,0.0735316934478904,0.0667477634145157,0.280735421303839,0.10393603983238
"AL031848.2",0,0,0,0,0,0.0507542075238037,0,0.047567763356444
"ESPN",0,0,0,0,0,0.0315000315000315,0,0
"TNFRSF25",1.05543573078615,0.425630578069431,0.236264597065067,0.915730876989518,0.399712671723356,0.427147781071237,0.663386963655575,0.474996853086214
"PLEKHG5",0.0301844875881387,0,0,0,0,0,0,0
"NOL9",0.129854667488792,0.356635532913025,0.1235030425707,0.2548713024681,0.243087869416182,0.325481228426563,0.26217214118045,0.438101700216531
"ZBTB48",0.260830074112218,0.219703324952909,0.24886302561182,0.219412325943233,0.109495335141894,0.123090534272862,0.19306631653653,0.361483148402065
"KLHL21",0.0280508056191374,0.10893364851469,0.145158462226853,0.0583839273542405,0.226335209477559,0.0374054789627175,0.036382687661903,0.117715624048928
"PHF13",0.173796251267358,0.033669580207674,0.0164609053497942,0.142101878089365,0.115446054993262,0.130115240216196,0.0373530158825024,0
"THAP3",0.115835829494985,0.10327373239335,0.351523781987478,0.130305099503069,0.224126211660977,0.104491092877156,0.132321616609736,0.0717367359815807
"DNAJC11",0.340543884449525,0.115288051401498,0.0876983966267954,0.0546538382041969,0.2193516253006,0.230730033104212,0.189265521612582,0.148500753891607
"CAMTA1-DT",0.12304940613125,0,0,0,0.0418369708473465,0,0,0
"CAMTA1",0.546782727407674,0.674379751975153,0.509398193125269,0.743818760600044,0.592438728115852,0.66647707503583,0.726940239344403,0.451727746226001
"VAMP3",0.318836832008789,0.228861193176473,0.229273266722817,0.319589489910588,0.175451945620857,0.149596027000755,0.191782007807868,0.184748568079446
"PER3",0.159688288460924,0,0,0.19138017937993,0,0,0,0.0255935135799183
"TNFRSF9",0,0.10893364851469,0.0689773248540763,0,0,0.0393052920645236,0,0
"PARK7",2.02308616021001,1.63617582438046,3.12714096433972,2.25118615661171,2.0310373822109,2.99206247593448,2.15094141261193,2.23287415470642
"ERRFI1",0,0,0,0,0,0,0,0
"RERE",0.977324851249361,0.799289146858822,0.510472601731419,1.02396246444858,0.648325671628671,0.468129726505352,0.396792914284312,0.900764192818652
"RERE-AS1",0,0,0,0,0,0.0653219063545151,0.056931864571351,0.0356600315234679
"ENO1",17.4532460601495,28.5883625327193,4.01215571690117,29.9752980588338,12.9973594564624,4.06749491499494,16.6234600918247,3.46745770478819
"ENO1-AS1",0,0,0.0781416111068074,0.026228545050149,0.0292664653133853,0.0378931413414172,0.0285440263061746,0.0481895197432462
"CA6",0.0301844875881387,0,0.0800580108287777,0,0.0555576669605237,0.0282348689337384,0.0607836676608818,0.142355391572219
"SLC2A5",0.0708195235262457,0,0.0277604275105837,0.116329262551666,0.0921932676304568,0.0558709158360524,0,0.0609217460172408
"GPR157",0.0197720676046536,0,0.050906159482208,0,0.0249396933482409,0,0,0
"MIR34AHG",0,0,0,0,0,0.0507542075238037,0,0
"H6PD",0.18719924836135,0.0708400926588412,0.0218722659667542,0,0.0874571887094526,0.0131017640215079,0.0441485510445547,0.203718040300976
"SPSB1",0,0,0.112391182900704,0.0456896394173657,0.0262549884478051,0.0131017640215079,0.0752796639515801,0.0161451774355
"SLC25A33",0.289549840970464,0.145994777900102,0.124001698173284,0.105816066499406,0.175139237077451,0.135687408011792,0.1533971905651,0.30919128808955
"TMEM201",0.0280508056191374,0,0.0109361329833771,0,0,0,0.0378919926641102,0.023768099407699
"PIK3CD",1.4342745231677,0.980985860986401,1.31683062038304,1.97938776208178,0.911296031544753,1.67243765570663,0.817129968342934,1.89945938944942
"PIK3CD-AS1",0,0,0,0,0,0,0.0229492546082103,0.0436273526049892
"CLSTN1",0.546027146838923,0.237021053771308,0.755402093697345,0.296763215821019,0.294119740146264,0.436527802006313,0.35724333305701,0.442500119560064
"CTNNBIP1",0.115421894637978,0.0664946671276964,0.0741429871200321,0.133818337019265,0.12606031241948,0.235604928974947,0.122286697101567,0.15033601266646
"LZIC",0.39598232571923,0.572756820488914,0.45004749681433,0.339629747080751,0.272124563720586,0.393347804415723,0.509817069762013,0.308535829869917
"AL357140.2",0,0,0,0,0,0,0,0
"NMNAT1",0.192163678806182,0.0645244547683572,0,0.023790151828749,0.0398918749927132,0.00967488515911316,0.0264523991969557,0.0738814643554367
"RBP7",0,0,0,0,0,0,0,0
"UBE4B",0.187337339363447,0.183990467470438,0.178583470166258,0.251320087630741,0.549699349489543,0.627485154495089,0.296916958678439,0.458151230391129
"KIF1B",0.0321837304805675,0.0371575927825092,0.188530417698497,0.114640266431007,0.092783833707817,0.18994227170085,0.260001400017657,0.165265268739486
"PGD",0.469001798967152,0.260313470872804,1.24472281984224,0.592660021734934,0.557947708667229,0.699777169135925,0.912392376909488,0.874939530911583
"CENPS",0,0.0626837417179106,0,0.0671582651676942,0.0342589788136412,0.0575771533855366,0.164520322404834,0.0462877749019953
"DFFA",0.277662468203258,0.500076954967549,0.17229118617376,0.0598699536046392,0.271969239158249,0.181761368293642,0.146699048766371,0.322711694914506
"PEX14",0.0602999236057604,0.0354200463294206,0.241789124992313,0.0398886793498697,0.237215704784897,0.273930144874193,0.338027516289346,0.131588607524359
"CASZ1",0,0.297504094691623,0.0498351828618338,0.0266594153057035,0.0451787897941213,0,0.141861875925873,0.046467969628535
"TARDBP",0.35123835415568,0.338133314609603,0.623066955422876,0.406658546904141,0.413413083930725,0.519069482517462,0.65015086503889,0.366714099666451
"AL109811.2",0,0,0.0473740891198197,0.0392184546360135,0.0234966822684637,0,0,0.0663707259530586
"SRM",0.911312531379805,0.543039673170932,0.956557543147767,0.335003565345515,1.30812590511226,1.10058236434161,0.888700983748968,1.35360172408741
"EXOSC10",0.37954741840884,0.49675867248955,0.445940015612379,0.398101583427202,0.596460571513547,0.554546152434257,0.521354765291778,0.451530559927293
"MTOR",0.186528815690381,0.0803547212585128,0.43391600241848,0.0731921325315427,0.163325489318639,0.160946513486481,0.0729852730759909,0.299782011823946
"UBIAD1",0.447823083644032,0.177036270912785,0.26064437686485,0.369716884336024,0.228476626199647,0.247890181364264,0.275715924343506,0.426532995056614
"FBXO2",0.0377210453256081,0,0.0747432290560627,0.0395360224433695,0.0573368611300296,0.0618949766036989,0,0
"FBXO44",0.637533880653386,0.48000237375744,0.248070576610917,0.292924588835995,0.121733569489297,0.249606198511585,0.308109539984518,0.0941508493199046
"FBXO6",0.314410605551058,0.17534912310145,0.19457934861674,0.461831577771198,0.111901847876356,0.565354571896741,0.261558618911862,0.169432451833095
"MAD2L2",0.108678553778556,0.249313635832324,0.752068820905347,0.29228937266813,0.428026722698752,0.223365532220648,0.370968285233131,0.435989405134153
"AGTRAP",0.291279792512096,0.180606805751421,0.589889625858841,0.0974025488105315,0.284268962933,0.158744463580538,0.47323224660353,0.201404727408856
"MTHFR",0,0,0.205447876981148,0.0276960743584204,0.108762976251133,0.0902010246278847,0.100212593503565,0.208560354077465
"CLCN6",0.0959674478416921,0.126442782611061,0.102106687939268,0.0913700483875336,0.0942591916500694,0.0420530547717561,0.151840515050896,0.107968757215219
"AL021155.5",0.0176523753036209,0,0,0,0.0218483722962639,0.0307397206374188,0,0
"KIAA2013",0.460449063037092,0.239937313613384,0.571543413370353,0.164996835864554,0.344416033421695,0.433116858601187,0.371476927544486,0.417086236021134
"PLOD1",0.113601998596057,0,0.15000784520697,0,0.0803397103860268,0.109793704523468,0.0419209873230934,0
"MFN2",0.213653901454523,0.0637153706960267,0.122674059143823,0.104252789284262,0.0918223071154379,0.0491923239100125,0.165264830091918,0.122291893417702
"MIIP",0.0758631026659924,0.450349462484037,0.190104029027743,0.170014343961425,0.201329430982174,0.107910654245747,0.300449094579331,0.286420336053684
"TNFRSF8",0,0,0,0,0,0,0,0
"TNFRSF1B",0.263195973932512,1.3073309016518,0.48414378345123,0.541535853833543,0.494967956560558,0.227356815944609,0.790804128821339,0.257261302731915
"VPS13D",0.361234443636278,0.447720410685923,0.0566787874242233,0.482195208338908,0.30780194552446,0.397531585751806,0.168373895743037,0.646915808005248
"DHRS3",0.44586104158337,1.01547969620101,0.143195272107047,0.554091772547144,0.241654564549516,0.0666116010764435,0.661577028908816,0.234878174392161
"PRDM2",0.976929853837934,0.555279395114273,0.837669672356494,0.542359856322046,0.553173819218519,0.725853080033271,0.763956757217663,0.545929500809436
"KAZN",0,0,0,0.0384653850000385,0,0.0150041111264486,0.0227610003914892,0.00735880657818438
"TMEM51-AS1",0,0,0,0,0,0,0,0
"TMEM51",0.0176523753036209,0,0.137680982771774,0.0388814582102087,0.0478216129385035,0.034353881444675,0.0965265638135812,0.0367940328909219
"FHAD1",0,0,0,0,0,0,0,0.0340979373438397
"EFHD2",1.6338858544784,3.48397624745647,3.271229564439,1.27585219361986,1.28690023395456,3.60794847870568,2.42515331455804,1.48009922429196
"CASP9",0.336757511109768,0.0708132349826458,0.0148345942738466,0.0195077797025454,0.0544246386314357,0.0833078711849309,0.05909071845875,0.0981360871707762
"DNAJC16",0.124597271478737,0.0948298752038842,0.0853715592874404,0.0166912027346867,0.225151587012187,0.145029979120105,0.107894489401427,0.267205490911303
"AGMAT",0.0309818136753726,0.0626837417179106,0.107264318708261,0.0724724386444349,0.0831808553236077,0.24337167450368,0.117773676277528,0.0907416896815128
"DDI2",0.191714472517617,0.152195110240271,0.123422056534398,0.129450233698552,0.17828825546136,0.208491971392856,0.204076246939782,0.23924319383024
"PLEKHM2",0.498118328192599,0.582199491093848,0.188839816532606,0.103477716561215,0.118400030501988,0.0373809350521678,0.0759940671109919,0.242309064209746
"SLC25A34",0,0,0,0,0,0,0,0
"UQCRHL",0,0,0,0,0.0229315721885892,0.0131017640215079,0.0109264301604437,0
"AL450998.2",0.351705989076761,0.469133412090012,0.321110333316554,0.313759885636864,0.282281419757311,0.153689078962443,0.404287273591259,0.325533771266963
"SPEN",0.359656373278236,0.495802777974694,0.828711932674112,0.379789681287285,0.624505903976755,0.241303941189254,0.36665022234066,0.783181010943294
"ZBTB17",0.14919828622713,0.426610910183167,0.201481321056395,0.0460624594744391,0.0814984622827725,0.146498385997707,0.159707219020924,0.0917634036184132
"ARHGEF19",0.0399756947775752,0,0.0547154433837532,0.038442317302887,0.0150506303203978,0.0575771533855366,0.0941771118889481,0.0260103729367272
"CPLANE2",0,0.0620301218271593,0.0601366249882971,0.0428349910474869,0.0668662643863867,0.0242690172018794,0.0680050649985883,0
"FBXO42",0.562464787621455,0.412534514874028,0.138498194719668,0.370977834781793,0.49756946577214,0.332422221879366,0.605141856588844,0.237058674968885
"SZRD1",0.689480338625049,0.265098810691043,0.514129622882653,0.631820959537728,0.3839554110459,0.785091577571963,0.692792504309976,0.560050537613492
"SPATA21",0,0,0,0.0221310423278316,0,0.0697778273975661,0,0.0161451774355
"NECAP2",0.742976655001139,0.783213956538734,0.80243372267245,0.789273665241039,0.673559695730997,1.03440014931663,0.926015665517035,0.918706376820323
"LINC01772",0,0,0.0366300366300366,0,0,0.00917061002897913,0,0
"AL137802.2",0,0,0,0,0,0,0,0
"NBPF1",0.203061558148433,0.316850456159411,0.127572232633875,0.16181355141315,0.187864526667787,0.465831052902683,0.168845009081121,0.275334619568516
"CROCC",0.432582767076015,0.171398501573413,0.124262291657614,0.246690488309151,0.0944892081041953,0.295772700507143,0.161953970115488,0.198989969678261
"BX284668.5",0.391957640867535,0,0.0682044482563753,0.202177962743054,0.195130368504361,0.228094735838181,0.127574694454732,0.106619111355691
"BX284668.6",0,0.0372142873091837,0,0.0503134980003766,0.0684840098322531,0.0697778273975661,0,0.0415977130818676
"ATP13A2",0.177038584479354,0.0414800066368011,0.0755250072549641,0.0520223950221315,0.060159283078101,0.0866124384221242,0.161496526552204,0.127003203655975
"SDHB",0.948845392127914,0.560424576055961,0.684481841102918,0.433782119290837,0.639281547344308,0.673523885247443,0.657154125019754,1.01910221284322
"PADI4",0.0336577944720438,0.0569732396693273,0.0440268577977994,0,0.0343077453401115,0.0741755503259248,0.0607241923751758,0.111294219620279
"RCC2",0.241643813977732,0.109801820844573,0.328547957820705,0.109137431635968,0.333990154843179,0.422065262201673,0.120012713018524,0.528189142147357
"ARHGEF10L",0,0,0.0159451486885115,0,0.0310002940870531,0,0,0.0443254066640149
"ALDH4A1",0,0,0.024268899405412,0,0.0492529960420817,0.0496213888034298,0.0157890083239652,0
"IFFO2",0.127171202155251,0.233179993648401,0.111474535884238,0.0914837491433532,0.0676065123493514,0,0.10158026213323,0.181957949813776
"UBR4",0.493846119236139,0.678397915568133,0.60744152043828,0.479560126523515,0.203719560392423,0.345983362536805,0.761340987670455,0.647497472170426
"EMC1-AS1",0.19171211411229,0.0889505612780417,0.0662224929411301,0.179176115260377,0.081468729838152,0.0507542075238037,0,0
"EMC1",0,0.0352613038924953,0.0529213156315758,0.1503650624247,0.0523218884505876,0.151321860540272,0.0336874305519329,0.166993600525829
"MRTO4",0.420399035380161,0.115897780809012,0.256322537154354,0.0790159096043839,0.248356843358267,0.39436853246798,0.13574708781456,0.359907413680863
"AKR7A3",0,0,0,0,0,0,0,0
"AKR7A2",0.599006449401146,0.87927751983164,0.478762609747694,0.536888215459105,0.748047024464803,0.494642913666191,0.982486656111344,0.585819207549531
"SLC66A1",0.117706445313627,0.0856098417074027,0.0515653036228747,0.023790151828749,0.0429041680551509,0.151889641578183,0.103428203910691,0.00741632897648727
"CAPZB",3.77705858645094,2.71258221378633,2.77217361589263,2.21703165414022,3.09485622286098,3.30240771679845,2.55520517184922,2.61360382548294
"MICOS10",1.49147555959426,1.32893362487911,1.95982915694988,0.983224987131162,1.67876103801262,1.66137867411965,1.69824407648247,1.61650235595923
"NBL1",0.0435593190807241,0.0299597640368984,0,0,0.0107470488603829,0.13770636388178,0.219097339122089,0.0199963206769954
"TMCO4",0.179460356065578,0,0.108386854127023,0,0.059733737790883,0.122239719236674,0.0257546100752035,0.102293308849639
"OTUD3",0.18385790118065,0,0.0338019321384921,0.0277620459517385,0.00552034800273809,0,0.156219093960975,0.0294486621472787
"UBXN10-AS1",0,0,0.0573356243361012,0.0209143765424353,0,0,0,0.0676183210608696
"CAMK2N1",0,0.0637153706960267,0,0,0.0274483970136144,0,0,0
"MUL1",0.268761078121362,0.416352166726401,0.237128609078476,0.038550332019197,0.0101594216444446,0.163802562292998,0.133586298228986,0.285402642664609
"CDA",0,0,0.035891206700451,0.0651117969553724,0.00846935111219519,0,0.147424648146285,0.0444979738589236
"PINK1",0.479503879382743,0.285996972093556,0.294432497730202,0.193954648432454,0.277070154280512,0.545009956186037,0.124894411120828,0.314897525918242
"PINK1-AS",0,0,0,0,0.00552034800273809,0.0339646224492569,0.0318240258665682,0.0415911094844366
"DDOST",1.5591200389174,1.23425070120852,1.26585166265341,1.21143672625838,1.05052700955387,1.55976188571264,1.52573836166394,1.23742932244396
"HP1BP3",2.22527341036453,2.94907522575938,1.83306755126267,1.55398570193655,2.04524311663773,2.70056693407699,1.87136483513734,2.04895644032601
"EIF4G3",0.379446379381357,0.218070930622171,0.858800815047052,0.175448235775212,0.480682849938484,1.14001548845954,0.42050257522753,0.64482045169203
"ECE1",0.343366125683425,0.116363442871309,0.236020145828581,0.344435217325016,0.133137291921342,0.102389518840341,0.16021998704175,0.31299202527859
"AL031728.1",0,0,0,0.0376188756470447,0,0,0,0
"NBPF3",0.169001474386985,0.250048614904628,0.0139222442657756,0.0212717982752826,0.0967149341515206,0.0616722752952429,0,0.124918414358728
"USP48",0.536547519840667,0.444552410253832,0.448331290487341,0.397158800349039,0.242516718569467,0.711800565840136,0.249970444125142,0.408263460956433
"HSPG2",0.0221216424877114,0.0511969855214925,0,0.100779803605153,0.0215837275960908,0.0450123333793459,0,0.0239908259081727
"LINC01635",0,0,0,0,0,0,0,0
"LINC00339",0.257168715012406,0.272326618757429,0.153151791425283,0.288014011347507,0.130728968133536,0.00967488515911316,0.327704287895389,0.140344305628605
"CDC42",3.14812516812469,2.07242618708902,2.40929514275127,1.77190397735489,2.11740712851091,3.31106438785402,1.72322070655352,3.03610058991113
"CDC42-AS1",0.0430785666899291,0,0,0,0.0266717197751774,0.0242690172018794,0,0.0666742497213433
"ZBTB40",0.133042112703842,0.0371575927825092,0.147490791117978,0.119715375388236,0.329098030309774,0.175663730939859,0.160949268276937,0.439655247190373
"C1QA",0,0,0.216770312846318,0,0,0.39667029152364,0,0
"C1QC",0,0,0.213656229436167,0,0,0.812690353365505,0,0
"C1QB",0,0,0.266244601195188,0,0,0.928788975274863,0,0
"EPHB2",0,0,0.00986120355989449,0,0.0292623979173436,0,0,0
"KDM1A",0.808570422561014,0.495216240363515,0.320568259339543,0.226534287358255,0.463016266188244,0.815516286583919,0.489342405472604,0.553200779694184
"LUZP1",0.360447272261924,0.2857409214521,0.287367677259638,0.148774392046013,0.148888967947461,0.45929936878311,0.515253754199115,0.25684872411785
"LINC01355",0.0176523753036209,0,0,0.0499667000144007,0,0.0282348689337384,0.0940092672491326,0.00735880657818438
"HNRNPR",1.21118083909223,1.3210854366519,1.05306853472762,0.821989276391673,0.761849329324814,1.47126765884965,0.950432047400331,0.94590891404461
"ZNF436",0,0,0,0,0,0.153415581101299,0.0924365762782561,0.0567324384736705
"ZNF436-AS1",0.0523061300758501,0.0511969855214925,0,0.0396551587396004,0.0228208381637441,0.0150041111264486,0.0336673130790778,0
"TCEA3",0.20163546569512,0.190986671847016,0.0765388879372036,0.197632827499303,0.137599652111792,0,0.128039742694114,0.0900158129473707
"E2F2",0,0,0,0,0,0,0,0
"ID3",1.39180145617196,0.38045502539899,2.15052777342681,0.766795879258643,2.59143392792519,1.30165775803236,1.31336212695435,1.76472204335981
"MDS2",0.0321837304805675,0,0.120051865403981,0.0691878727496644,0.0685136652658865,0.0652332741884981,0.0801201281313577,0.074273946433845
"RPL11",43.3651938402606,49.2120194863613,40.0369829740381,54.9517464554346,55.2950888261155,42.1827554285994,44.8154975445777,47.5471358350274
"ELOA-AS1",0.0601402470561349,0.0352613038924953,0.0803050889754131,0.215964741707643,0.105989577306821,0.212241337072527,0.309826702065837,0.213058612874225
"ELOA",0.388210476746947,0,0.15839938525445,0.127006299902291,0.168628232032307,0.33675790384843,0.185177142064862,0.115137448302766
"PITHD1",0.615878693039538,0.841779935935128,0.539780830688643,0.546336652313183,0.52868497112368,0.442375405277189,0.446313952989482,0.244790496925398
"LYPLA2",0.42511080817585,0.461358318648581,0.202368202567097,0.247080760426404,0.455473487143037,0.444629333722994,0.367615819372881,0.383435375636578
"GALE",0.0758869009997132,0.032520325203252,0,0.133990969801934,0.125444209424412,0.0778879406017866,0.200291709376166,0
