comparison,cluster,module,test,mode_note,n_total,n_groupA,n_groupB,n_paired,estimate,estimate_type,ci_lower,ci_upper,statistic,p_value,p_adj
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_Autophagy_mTORC,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.01913312331706449,HL_shift,0.007879416299376208,0.031137321029104364,6,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_Bcell_Atypical_ABC,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.025905496242755788,HL_shift,-0.046858094540003614,-0.004952897945507961,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_Bcell_GC_like,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.027392910207356118,HL_shift,-3.631266345469897e-4,0.048320802798431095,5,0.3864762307712326,0.6699529000397546
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_Bcell_Plasmablast,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.13956920085997754,HL_shift,-0.22199804670776427,-0.057886580981128075,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_CD8_Effector,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.028419657873954396,HL_shift,-0.06278230647640337,0.005942990728494579,2,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_CD8_Exhaustion,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.04911972107215778,HL_shift,0.015742541493024065,0.08249690065129149,6,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_CD8_Memory,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.13140749967642545,HL_shift,-0.046112398422540835,0.2311521501570398,5,0.3864762307712326,0.6699529000397546
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_Cytokines_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.009577431978570222,HL_shift,-0.01568792799315183,-0.0034669359639886155,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_ExhaustionMarkers_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.01926834696637167,HL_shift,-0.015965361019395725,0.05450205495213907,4,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_GutTranslocation_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.02024946202866319,HL_shift,-0.029020589253038902,-0.011478334804287477,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_IL10_STAT3_Myeloid_M2_Hue,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.005959758982703241,HL_shift,-0.008011548485435326,-0.0039079694799711556,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_IL10_STAT3_ReceptorsTransducers,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.020779254201505226,HL_shift,-0.09275010362007316,0.03348635348951509,2,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_IL10_STAT3_TFH_Adjacent_TFs,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.12678845624071983,HL_shift,-0.16471685745803233,-0.024305145660543682,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_IL10_STAT3_Treg_Overlap,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.022706999974127687,HL_shift,-0.0475046718035329,0.07745409800789452,4,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_ISG_TypeI,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.050022866678678654,HL_shift,-0.11710104099071764,0.017055307633360314,1,0.3864762307712326,0.6699529000397546
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_ISG_TypeII,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.034548342342207605,HL_shift,-0.060085347021087726,0.06466650134376076,2,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_ImmuneActivation_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.0034281953216396682,HL_shift,-0.03772785687127139,0.030871466227992056,3,1,1
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_Myeloid_DC_Maturation,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.03997857715704892,HL_shift,-0.06625334801315513,0.14621050232725297,4,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_Myeloid_Inflammatory,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.08444000842878724,HL_shift,-0.10370042195575604,-0.0450852583683342,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_Myeloid_Regulatory,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.0360415152934658,HL_shift,-0.0700245290579091,0.006767915503730362,2,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_NK_Activation,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.04382253107461542,HL_shift,-0.0790182345698604,-0.008626827579370444,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_NK_Effector,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.01971647414776223,HL_shift,-0.06538725827224068,0.025954309976716217,3,1,1
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_NK_Inhibition,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.027892914786721373,HL_shift,-0.058243722466247205,0.0024578928928044586,1,0.3864762307712326,0.6699529000397546
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_Reservoir_CD4_Reservoir_Memory,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.13140749967642545,HL_shift,-0.046112398422540835,0.2311521501570398,5,0.3864762307712326,0.6699529000397546
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_Reservoir_CD4_Tfh_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.033584701631232006,HL_shift,0.021502871193830014,0.045666532068634,6,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_Reservoir_CD4_Tph_Discriminator,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.04177872397593024,HL_shift,-0.0043914163204425635,0.09578002745669702,5,0.3864762307712326,0.6699529000397546
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_SenescenceMarkers_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.0020707728243705703,HL_shift,-0.008085388037953311,0.014180839665757176,2,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_TGFb_Downstream,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.05228771568404622,HL_shift,-0.04344011492169514,0.1488900847565261,4,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_TGFb_Noncanonical,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.08024093728137346,HL_shift,-0.11836383236967264,-0.0421180421930743,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_TGFb_ReceptorsLigands,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.05048461442113672,HL_shift,0.014007877910756389,0.06396294394475521,6,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),10: Memory CD4 T helper,MS_TGFb_SMAD_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.0036311732856233875,HL_shift,-0.02387882950695641,0.031141176078203187,3,1,1
HEU vs HUU (Entry),11: Naïve B cell,MS_AdhesionMolecules_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.04360218445374856,HL_shift,-0.14122153625855052,0.03986060029317778,2,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),11: Naïve B cell,MS_Autophagy_AMPK,wilcoxon_unpaired,No paired PIDs,5,3,2,0,3.8660492377769716e-4,HL_shift,-0.0771043929939511,0.029019901237222864,3,1,1
HEU vs HUU (Entry),11: Naïve B cell,MS_Autophagy_CLEAR_TFs,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.040279748083230274,HL_shift,-0.09951368553460697,-0.01839252339349232,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_Autophagy_Cargo,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.017991373477149866,HL_shift,-0.0781896008767444,0.27787432003580625,3,1,1
HEU vs HUU (Entry),11: Naïve B cell,MS_Autophagy_Conjugation,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.032636295802545234,HL_shift,0.004570962818855481,0.09024254829762487,6,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_Autophagy_Fusion,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.07735238988869322,HL_shift,0.06531189734488071,0.13663053413213022,6,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_Autophagy_Initiation,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.030141978009136556,HL_shift,0.02206563756091954,0.03821831845735357,6,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_Autophagy_Lysosome,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.06673851912720608,HL_shift,0.024378906975950465,0.1090981312784617,6,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_Autophagy_Mitophagy,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.2483896770800047,HL_shift,-0.3841165293132017,-0.11266282484680763,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_Autophagy_Xenophagy,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.022142058625978244,HL_shift,-0.00958367412826399,0.1470154020637292,5,0.3864762307712326,0.6699529000397546
HEU vs HUU (Entry),11: Naïve B cell,MS_Autophagy_cGAS_STING,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.019799575918780895,HL_shift,-0.01123303424924061,0.026605738436687596,4,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),11: Naïve B cell,MS_Autophagy_mTORC,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.012336912965644216,HL_shift,-0.004989873443275868,0.029663699374564298,5,0.3864762307712326,0.6699529000397546
HEU vs HUU (Entry),11: Naïve B cell,MS_Bcell_Atypical_ABC,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.1449976441894563,HL_shift,0.09111904064303285,0.19887624773587972,6,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_Bcell_GC_like,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.1668215864945855,HL_shift,0.12638325127298358,0.22843163675382813,6,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_Bcell_Plasmablast,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.08807373706341134,HL_shift,-0.2092799811607609,0.015555415087780022,1,0.3864762307712326,0.6699529000397546
HEU vs HUU (Entry),11: Naïve B cell,MS_CD8_Effector,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.004483388406744115,HL_shift,-0.026568632203286202,0.03553540901677443,4,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),11: Naïve B cell,MS_CD8_Exhaustion,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.02799374009209475,HL_shift,-0.043628743279398086,-0.012358736904791418,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_CD8_Memory,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.07401671803293006,HL_shift,-0.055545010143715656,0.20357844620957577,4,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),11: Naïve B cell,MS_Cytokines_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.0019914823193016534,HL_shift,-0.003061792515678591,9.005175739698612e-4,2,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),11: Naïve B cell,MS_ExhaustionMarkers_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.02187398175348193,HL_shift,-0.032770054177546235,-0.010977909329417626,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_GutTranslocation_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.010333386547234372,HL_shift,-0.018832531670599277,-0.0018342414238694676,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_IL10_STAT3_Myeloid_M2_Hue,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.005269671718368807,HL_shift,-0.011722269349485462,-0.004174626879353429,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_IL10_STAT3_ReceptorsTransducers,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.0065559208298093564,HL_shift,-0.029523552460427205,0.10404339059124845,3,1,1
HEU vs HUU (Entry),11: Naïve B cell,MS_IL10_STAT3_TFH_Adjacent_TFs,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.0035138491497929136,HL_shift,-0.11844742188629051,0.12547512018587634,4,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),11: Naïve B cell,MS_IL10_STAT3_Treg_Overlap,wilcoxon_unpaired,No paired PIDs,5,3,2,0,0.08156731636645603,HL_shift,0.015624530237532203,0.13794720890350354,6,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_ISG_TypeI,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.019511215570884116,HL_shift,-0.07999293187940251,0.020186527063156046,2,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),11: Naïve B cell,MS_ISG_TypeII,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.12695916994554685,HL_shift,-0.2642901288539544,0.04916406869335563,2,0.7728299926844475,0.9350288800379736
HEU vs HUU (Entry),11: Naïve B cell,MS_ImmuneActivation_Core,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.04003723487975954,HL_shift,-0.06032196917214436,-0.014483941256403787,0,0.14891467317876567,0.43433446343806653
HEU vs HUU (Entry),11: Naïve B cell,MS_Myeloid_DC_Maturation,wilcoxon_unpaired,No paired PIDs,5,3,2,0,-0.06098050708738424,HL_shift,-0.14335950708116818,-0.014693501240064188,0,0.14891467317876567,0.43433446343806653
