comparison,cluster,module,test,mode_note,n_total,n_groupA,n_groupB,n_paired,estimate,estimate_type,ci_lower,ci_upper,statistic,p_value,p_adj
HEI vs HEU (Entry),0: CD4 T cell,MS_Myeloid_DC_Maturation,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.04791136851090731,HL_shift,-0.13179330517974108,-0.005047683578815234,3,0.042960146028425066,0.318946538695883
HEI vs HEU (Entry),0: CD4 T cell,MS_Myeloid_Inflammatory,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.05681915356824666,HL_shift,-0.001302326135769058,0.11056903956773004,29,0.06170669002831272,0.34621692496801415
HEI vs HEU (Entry),0: CD4 T cell,MS_Myeloid_Regulatory,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.04906313607325501,HL_shift,-0.053509970739085755,0.12277806062254265,23,0.35020138917929566,0.6355506692513144
HEI vs HEU (Entry),0: CD4 T cell,MS_NK_Activation,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.012435810732097333,HL_shift,8.088827383396391e-4,0.02710561957612407,30,0.042960146028425066,0.318946538695883
HEI vs HEU (Entry),0: CD4 T cell,MS_NK_Effector,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.007324972013757912,HL_shift,-0.028515112544984216,0.045436383790643194,25,0.21291190281150457,0.5225050035607876
HEI vs HEU (Entry),0: CD4 T cell,MS_NK_Inhibition,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.01389603676845557,HL_shift,-0.014755286813564014,0.051091377395128916,22,0.43627492884052915,0.7001355299078361
HEI vs HEU (Entry),0: CD4 T cell,MS_Reservoir_CD4_Reservoir_Memory,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.1114843113387593,HL_shift,-0.2380793936386477,0.041691926631029955,8,0.21291190281150457,0.5225050035607876
HEI vs HEU (Entry),0: CD4 T cell,MS_Reservoir_CD4_Tfh_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.016798858062341136,HL_shift,-0.029889438179681253,0.061636572401961395,23,0.35020138917929566,0.6355506692513144
HEI vs HEU (Entry),0: CD4 T cell,MS_Reservoir_CD4_Tph_Discriminator,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.028610962250027405,HL_shift,-0.09182545026308883,0.04446668469103692,13,0.640428787412791,0.8375714568476892
HEI vs HEU (Entry),0: CD4 T cell,MS_SenescenceMarkers_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.0021359672991246303,HL_shift,-0.01911798131896524,0.0036825660058641503,14,0.7554968749288828,0.8978014601014209
HEI vs HEU (Entry),0: CD4 T cell,MS_TGFb_Downstream,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.045018786452512505,HL_shift,-0.0809138492776178,-0.00619187333695475,1,0.019517481182177755,0.318946538695883
HEI vs HEU (Entry),0: CD4 T cell,MS_TGFb_Noncanonical,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.022781779140934513,HL_shift,-0.024429915860743407,0.08272136095932538,22,0.43627492884052915,0.7001355299078361
HEI vs HEU (Entry),0: CD4 T cell,MS_TGFb_ReceptorsLigands,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.010811374595328634,HL_shift,-0.05584899614804607,0.011795870388713579,7,0.1611249492890518,0.47849227364627506
HEI vs HEU (Entry),0: CD4 T cell,MS_TGFb_SMAD_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.013334242652927094,HL_shift,-0.013255183813786065,0.040288759396140406,24,0.2757578478275093,0.5849408893310802
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_AdhesionMolecules_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.01667858898956974,HL_shift,-0.02833019509682938,0.07203420471254288,17,1,1
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Autophagy_AMPK,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.024406355164573096,HL_shift,-0.008979926270629464,0.056768543567334406,28,0.08676817270387568,0.38534505702325456
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Autophagy_CLEAR_TFs,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.03272370964200954,HL_shift,-0.010368149952087215,0.06326399062136635,27,0.11947098677170073,0.3982366225723358
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Autophagy_Cargo,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.016517805918462136,HL_shift,-0.1384010658072666,0.06016609785721429,12,0.5334165134726944,0.7664929372481533
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Autophagy_Conjugation,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.03510749802759107,HL_shift,-0.06513905831044467,-0.007409982231853188,1,0.019517481182177755,0.318946538695883
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Autophagy_Fusion,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.032175044430025154,HL_shift,-0.0734695981644361,0.012297172099643022,6,0.11947098677170073,0.3982366225723358
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Autophagy_Initiation,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.013414180409259655,HL_shift,-0.028126575744495338,0.009625132434312612,9,0.2757578478275093,0.5849408893310802
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Autophagy_Lysosome,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.014847084849912387,HL_shift,-0.05298771232075698,0.01795121271268898,11,0.43627492884052915,0.7001355299078361
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Autophagy_Mitophagy,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.17481770059582263,HL_shift,-0.013060582052519528,0.3091629005727151,29,0.06170669002831272,0.34621692496801415
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Autophagy_Xenophagy,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.021342121213178675,HL_shift,-0.07681902831427573,0.015805196862445966,5,0.08676817270387568,0.38534505702325456
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Autophagy_cGAS_STING,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.003309989962392658,HL_shift,-0.027868758688143865,0.01275381745351967,14,0.7554968749288828,0.8978014601014209
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Autophagy_mTORC,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.00297335811075172,HL_shift,-0.037296741053819124,0.02186593305849334,18,0.8762696636277617,0.956995843635074
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Bcell_Atypical_ABC,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.0010560156108528132,HL_shift,-0.017494705207422006,0.021583703045193497,16,1,1
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Bcell_GC_like,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.02124618846726045,HL_shift,-0.05996213370305231,0.022786029572334585,10,0.35020138917929566,0.6355506692513144
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Bcell_Plasmablast,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.05582074240023153,HL_shift,0.012505315256616916,0.133157053752569,31,0.02927250918630454,0.318946538695883
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_CD8_Effector,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.005669193402877761,HL_shift,-0.09801666871762818,0.01630923046052822,12,0.5334165134726944,0.7664929372481533
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_CD8_Exhaustion,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.026554349666426322,HL_shift,-0.0930547661163173,0.017976308689179078,9,0.2757578478275093,0.5849408893310802
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_CD8_Memory,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.0502755417878719,HL_shift,-0.21590791399676879,0.11601883140529562,12,0.5334165134726944,0.7664929372481533
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Cytokines_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.001044346012839981,HL_shift,-0.018944529794038975,0.00958357572697116,16,1,1
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_ExhaustionMarkers_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.006412777021273201,HL_shift,-0.04664763467351146,0.03963400962448161,11,0.43627492884052915,0.7001355299078361
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_GutTranslocation_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.008417746119255543,HL_shift,-0.008082580650415717,0.019890356047428132,23,0.35020138917929566,0.6355506692513144
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_IL10_STAT3_Myeloid_M2_Hue,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.0030323120023139204,HL_shift,-2.811079120690722e-4,0.006148908325618509,29,0.06170669002831272,0.34621692496801415
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_IL10_STAT3_ReceptorsTransducers,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.033939638468933386,HL_shift,-0.058965957665985565,0.120769331782166,23,0.35020138917929566,0.6355506692513144
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_IL10_STAT3_TFH_Adjacent_TFs,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.10139501429090346,HL_shift,0.008963877885989142,0.1590352521765463,30,0.042960146028425066,0.318946538695883
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_IL10_STAT3_Treg_Overlap,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.005393287206296923,HL_shift,-0.06166798569154984,0.06555678985813172,15,0.8762696636277617,0.956995843635074
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_ISG_TypeI,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.02807308502626705,HL_shift,-0.11517553333311262,0.040846377507885195,12,0.5334165134726944,0.7664929372481533
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_ISG_TypeII,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.03249280876119573,HL_shift,-0.3637373993394947,0.08144935971728516,12,0.5334165134726944,0.7664929372481533
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_ImmuneActivation_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.014520253065857566,HL_shift,-0.0434731350432081,0.004356875119668824,8,0.21291190281150457,0.5225050035607876
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Myeloid_DC_Maturation,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.027344633391913915,HL_shift,-0.09709904508890742,0.05595252465522281,13,0.640428787412791,0.8375714568476892
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Myeloid_Inflammatory,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.048819886183982295,HL_shift,-0.007191442846424779,0.10074576132521598,27,0.11947098677170073,0.3982366225723358
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Myeloid_Regulatory,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.02861277447447139,HL_shift,-0.06493339651784008,0.10322384476190538,23,0.35020138917929566,0.6355506692513144
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_NK_Activation,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.002794877860219126,HL_shift,-0.054795818284655795,0.03799302604479006,19,0.7554968749288828,0.8978014601014209
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_NK_Effector,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.03747796513533226,HL_shift,-0.1626633251011586,0.010348012699400732,5,0.08676817270387568,0.38534505702325456
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_NK_Inhibition,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.007765967525028571,HL_shift,-0.015272772454660377,0.05254432808050426,21,0.5334165134726944,0.7664929372481533
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Reservoir_CD4_Reservoir_Memory,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.0502755417878719,HL_shift,-0.21590791399676879,0.11601883140529562,12,0.5334165134726944,0.7664929372481533
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Reservoir_CD4_Tfh_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.030631512799119395,HL_shift,-0.13615635977105842,0.02066589128248169,6,0.11947098677170073,0.3982366225723358
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_Reservoir_CD4_Tph_Discriminator,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.033204733789690855,HL_shift,-0.1588070949592361,0.0506618308132979,10,0.35020138917929566,0.6355506692513144
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_SenescenceMarkers_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.0016437466552267478,HL_shift,-0.05935376670773574,0.01544946619414479,14,0.7554968749288828,0.8978014601014209
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_TGFb_Downstream,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.010713366703591215,HL_shift,-0.10269431811339233,0.06714092575190263,12,0.5334165134726944,0.7664929372481533
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_TGFb_Noncanonical,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.06866322596132711,HL_shift,-0.03516517592661928,0.1442125906363463,28,0.08676817270387568,0.38534505702325456
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_TGFb_ReceptorsLigands,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.013114612940868894,HL_shift,-0.04275619800046906,0.02297500961492345,11,0.43627492884052915,0.7001355299078361
HEI vs HEU (Entry),10: Memory CD4 T helper,MS_TGFb_SMAD_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.012707351668373161,HL_shift,-0.020730659982052722,0.03861112977501366,20,0.640428787412791,0.8375714568476892
HEI vs HEU (Entry),11: Naïve B cell,MS_AdhesionMolecules_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.05610299756205696,HL_shift,-0.0017382104261976115,0.12298655847972911,29,0.06170669002831272,0.34621692496801415
HEI vs HEU (Entry),11: Naïve B cell,MS_Autophagy_AMPK,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.0053490514831052395,HL_shift,-0.029217647481747554,0.08311084447801206,19,0.7554968749288828,0.8978014601014209
HEI vs HEU (Entry),11: Naïve B cell,MS_Autophagy_CLEAR_TFs,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.00478693086002315,HL_shift,-0.03311621422562884,0.06384419729635185,18,0.8762696636277617,0.956995843635074
HEI vs HEU (Entry),11: Naïve B cell,MS_Autophagy_Cargo,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.015967212502205837,HL_shift,-0.22122319689828565,0.15255993443720908,15,0.8762696636277617,0.956995843635074
HEI vs HEU (Entry),11: Naïve B cell,MS_Autophagy_Conjugation,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.020396954732484422,HL_shift,-0.07404870434007679,0.03185715804442704,6,0.11947098677170073,0.3982366225723358
HEI vs HEU (Entry),11: Naïve B cell,MS_Autophagy_Fusion,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.07562303861324506,HL_shift,-0.13501505712204612,-0.02568212692542676,2,0.02927250918630454,0.318946538695883
HEI vs HEU (Entry),11: Naïve B cell,MS_Autophagy_Initiation,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.022971571741494636,HL_shift,-0.05401502761666302,-0.001057012575992992,3,0.042960146028425066,0.318946538695883
HEI vs HEU (Entry),11: Naïve B cell,MS_Autophagy_Lysosome,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.04644300996822448,HL_shift,-0.11729527998629455,0.00937293898886281,6,0.11947098677170073,0.3982366225723358
HEI vs HEU (Entry),11: Naïve B cell,MS_Autophagy_Mitophagy,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.12914227239221887,HL_shift,-0.09882544487848742,0.3932055756537185,25,0.21291190281150457,0.5225050035607876
HEI vs HEU (Entry),11: Naïve B cell,MS_Autophagy_Xenophagy,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.0032819339927660906,HL_shift,-0.11398334385257253,0.051245859547701125,18,0.8762696636277617,0.956995843635074
HEI vs HEU (Entry),11: Naïve B cell,MS_Autophagy_cGAS_STING,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.029241418752366945,HL_shift,-0.07485294811585366,0.002740598868721244,5,0.08676817270387568,0.38534505702325456
HEI vs HEU (Entry),11: Naïve B cell,MS_Autophagy_mTORC,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.003614061821704561,HL_shift,-0.026589891300007426,0.034541378906611415,18,0.8762696636277617,0.956995843635074
HEI vs HEU (Entry),11: Naïve B cell,MS_Bcell_Atypical_ABC,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.05259573380711961,HL_shift,-0.11953974877766213,0.028018722968026228,6,0.11947098677170073,0.3982366225723358
HEI vs HEU (Entry),11: Naïve B cell,MS_Bcell_GC_like,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.08049634534518016,HL_shift,-0.15812871791668245,0.06087267954087549,6,0.11947098677170073,0.3982366225723358
HEI vs HEU (Entry),11: Naïve B cell,MS_Bcell_Plasmablast,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.051664044569791664,HL_shift,-0.02209451309212679,0.16606744252335215,25,0.21291190281150457,0.5225050035607876
HEI vs HEU (Entry),11: Naïve B cell,MS_CD8_Effector,wilcoxon_unpaired,No paired PIDs,14,11,3,0,6.894736965737404e-4,HL_shift,-0.028567789913127514,0.01595628204309161,17,1,1
HEI vs HEU (Entry),11: Naïve B cell,MS_CD8_Exhaustion,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.012739073446432408,HL_shift,0.0011396986416435577,0.02557447674597119,30,0.042960146028425066,0.318946538695883
HEI vs HEU (Entry),11: Naïve B cell,MS_CD8_Memory,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.0033225696273598863,HL_shift,-0.07899738584090427,0.07989665844795561,17,1,1
HEI vs HEU (Entry),11: Naïve B cell,MS_Cytokines_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.0031621364936233964,HL_shift,-0.01668706230265422,0.0067007526059456105,11,0.43627492884052915,0.7001355299078361
HEI vs HEU (Entry),11: Naïve B cell,MS_ExhaustionMarkers_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.016869220462834178,HL_shift,-2.4255440784222012e-4,0.02568949340876909,29,0.06170669002831272,0.34621692496801415
HEI vs HEU (Entry),11: Naïve B cell,MS_GutTranslocation_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,6.470499758167912e-5,HL_shift,-0.018384430879967113,0.013747853950727947,17,1,1
HEI vs HEU (Entry),11: Naïve B cell,MS_IL10_STAT3_Myeloid_M2_Hue,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.0019726445706257185,HL_shift,-0.003465199791289073,0.008416067481816357,26,0.1611249492890518,0.47849227364627506
HEI vs HEU (Entry),11: Naïve B cell,MS_IL10_STAT3_ReceptorsTransducers,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.03186396438727923,HL_shift,-0.13919656666514374,0.06015923323217517,14,0.7554968749288828,0.8978014601014209
HEI vs HEU (Entry),11: Naïve B cell,MS_IL10_STAT3_TFH_Adjacent_TFs,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.02937487778906649,HL_shift,-0.08164906122328017,0.15669149996971984,24,0.2757578478275093,0.5849408893310802
HEI vs HEU (Entry),11: Naïve B cell,MS_IL10_STAT3_Treg_Overlap,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.06605292949656086,HL_shift,-0.1130467652434509,-0.014846291105381364,3,0.042960146028425066,0.318946538695883
HEI vs HEU (Entry),11: Naïve B cell,MS_ISG_TypeI,wilcoxon_unpaired,No paired PIDs,14,11,3,0,-0.09884320993603084,HL_shift,-0.22893767803389128,0.0012581396665863442,4,0.06170669002831272,0.34621692496801415
HEI vs HEU (Entry),11: Naïve B cell,MS_ISG_TypeII,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.016785536580456957,HL_shift,-0.5825068751942144,0.2854390864644467,19,0.7554968749288828,0.8978014601014209
HEI vs HEU (Entry),11: Naïve B cell,MS_ImmuneActivation_Core,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.012655879011802325,HL_shift,-0.02335222849757478,0.03754018466932089,24,0.2757578478275093,0.5849408893310802
HEI vs HEU (Entry),11: Naïve B cell,MS_Myeloid_DC_Maturation,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.1010143270029708,HL_shift,-0.023158552056664766,0.18446069709917337,28,0.08676817270387568,0.38534505702325456
HEI vs HEU (Entry),11: Naïve B cell,MS_Myeloid_Inflammatory,wilcoxon_unpaired,No paired PIDs,14,11,3,0,0.07574243932098745,HL_shift,0.015193213034607973,0.12424883139314007,31,0.02927250918630454,0.318946538695883
